bc_label,model_output,row_num,dist,abs_dist
11,7,row09651,4,4
8,12,row14115,-4,4
7,3,row21864,4,4
6,2,row15828,4,4
8,4,row17584,4,4
8,12,row14847,-4,4
4,8,row23245,-4,4
8,4,row17542,4,4
8,4,row17660,4,4
8,4,row07611,4,4
7,3,row06350,4,4
8,4,row17656,4,4
7,11,row21445,-4,4
7,11,row12677,-4,4
8,4,row07363,4,4
8,12,row17414,-4,4
6,2,row20552,4,4
8,12,row14623,-4,4
8,12,row07232,-4,4
8,4,row17676,4,4
6,2,row15730,4,4
6,10,row06018,-4,4
8,4,row17545,4,4
7,11,row22630,-4,4
6,10,row19644,-4,4
8,4,row14500,4,4
6,10,row16141,-4,4
8,4,row14168,4,4
6,10,row18686,-4,4
8,4,row17493,4,4
8,4,row17674,4,4
8,12,row17439,-4,4
11,7,row10241,4,4
6,10,row15203,-4,4
8,4,row17655,4,4
8,4,row17477,4,4
8,4,row07612,4,4
6,2,row16062,4,4
11,7,row10286,4,4
7,11,row21357,-4,4
8,4,row17672,4,4
8,4,row17682,4,4
8,4,row17714,4,4
5,1,row13222,4,4
8,4,row07677,4,4
6,10,row04899,-4,4
11,7,row09801,4,4
11,7,row10106,4,4
8,4,row17567,4,4
8,4,row17581,4,4
6,2,row06022,4,4
7,11,row21241,-4,4
8,4,row17595,4,4
7,3,row23129,4,4
6,10,row05194,-4,4
6,2,row15362,4,4
8,4,row17786,4,4
8,4,row17407,4,4
7,11,row21168,-4,4
7,11,row22533,-4,4
6,10,row05729,-4,4
6,10,row19133,-4,4
9,5,row08437,4,4
7,11,row21367,-4,4
11,7,row10283,4,4
6,10,row19839,-4,4
7,11,row21183,-4,4
8,4,row17468,4,4
6,2,row18969,4,4
8,4,row07360,4,4
6,2,row19239,4,4
8,4,row17537,4,4
8,4,row14437,4,4
8,4,row17526,4,4
8,4,row14541,4,4
8,12,row07425,-4,4
8,4,row17801,4,4
8,4,row07526,4,4
8,4,row17793,4,4
8,4,row07373,4,4
8,4,row17272,4,4
8,4,row17686,4,4
6,10,row18685,-4,4
8,4,row17645,4,4
8,4,row17576,4,4
7,3,row12561,4,4
8,4,row17665,4,4
7,11,row20787,-4,4
6,10,row15235,-4,4
8,12,row14206,-4,4
7,11,row21522,-4,4
8,4,row07616,4,4
6,2,row05103,4,4
8,4,row14440,4,4
6,10,row16325,-4,4
7,11,row21515,-4,4
8,12,row16684,-4,4
7,11,row22608,-4,4
6,10,row20571,-4,4
11,7,row10247,4,4
8,4,row17627,4,4
6,2,row05036,4,4
8,4,row07111,4,4
4,0,row03376,4,4
8,4,row17219,4,4
6,10,row06039,-4,4
8,4,row07607,4,4
8,4,row17789,4,4
11,7,row10896,4,4
8,4,row17646,4,4
6,2,row19234,4,4
8,4,row17769,4,4
8,12,row14119,-4,4
11,7,row10305,4,4
6,10,row04594,-4,4
11,7,row10277,4,4
8,4,row17195,4,4
6,10,row05602,-4,4
7,11,row22498,-4,4
8,4,row07491,4,4
8,4,row17749,4,4
7,11,row21974,-4,4
8,4,row17523,4,4
6,2,row05138,4,4
7,3,row21461,4,4
8,12,row14211,-4,4
8,4,row17739,4,4
8,12,row07706,-4,4
7,11,row21976,-4,4
6,10,row18867,-4,4
8,4,row17543,4,4
8,4,row17556,4,4
8,4,row17702,4,4
7,3,row06190,4,4
6,10,row05971,-4,4
4,0,row03205,4,4
7,11,row22990,-4,4
8,4,row17807,4,4
6,10,row20237,-4,4
7,11,row21370,-4,4
6,10,row15709,-4,4
6,10,row15481,-4,4
6,10,row16105,-4,4
8,4,row17788,4,4
5,1,row04217,4,4
7,3,row06471,4,4
7,3,row21913,4,4
5,1,row03915,4,4
6,10,row19671,-4,4
6,10,row20314,-4,4
6,10,row15432,-4,4
8,4,row17735,4,4
11,7,row09655,4,4
6,2,row06024,4,4
8,4,row17551,4,4
8,4,row17606,4,4
7,11,row22987,-4,4
8,4,row14438,4,4
8,4,row17792,4,4
7,3,row22953,4,4
7,11,row21353,-4,4
6,10,row16503,-4,4
7,11,row22822,-4,4
6,10,row19364,-4,4
6,2,row15835,4,4
6,2,row05157,4,4
8,4,row17630,4,4
8,4,row17663,4,4
8,4,row07635,4,4
6,10,row05178,-4,4
8,4,row14550,4,4
5,1,row04048,4,4
11,7,row09707,4,4
7,11,row21270,-4,4
8,4,row17616,4,4
6,10,row05797,-4,4
8,4,row17057,4,4
8,4,row17633,4,4
7,11,row06106,-4,4
8,4,row17744,4,4
8,4,row17613,4,4
8,4,row17600,4,4
8,4,row17732,4,4
6,2,row06035,4,4
8,4,row07357,4,4
8,4,row17751,4,4
8,4,row17553,4,4
6,10,row18917,-4,4
6,10,row16322,-4,4
11,7,row10259,4,4
8,4,row07549,4,4
8,4,row17476,4,4
8,4,row17681,4,4
7,11,row22539,-4,4
8,4,row17529,4,4
7,11,row22043,-4,4
6,10,row16397,-4,4
7,11,row21453,-4,4
8,4,row14542,4,4
8,4,row07581,4,4
6,2,row16378,4,4
6,10,row05969,-4,4
8,4,row17626,4,4
8,4,row17803,4,4
8,4,row17472,4,4
8,4,row17743,4,4
6,10,row15227,-4,4
7,3,row06352,4,4
8,4,row17481,4,4
8,4,row17532,4,4
8,4,row17295,4,4
7,11,row12767,-4,4
8,4,row07146,4,4
8,4,row14507,4,4
5,9,row03546,-4,4
8,4,row17245,4,4
8,4,row17635,4,4
7,10,row21069,-3,3
11,8,row10045,3,3
8,5,row14733,3,3
8,11,row16961,-3,3
9,6,row08522,3,3
8,5,row17503,3,3
8,5,row14510,3,3
7,4,row12680,3,3
6,3,row06044,3,3
6,9,row18766,-3,3
7,10,row21378,-3,3
11,8,row10094,3,3
6,3,row18945,3,3
9,12,row07754,-3,3
7,10,row22678,-3,3
8,11,row14839,-3,3
8,5,row17590,3,3
9,6,row18457,3,3
11,8,row10050,3,3
9,6,row08438,3,3
5,2,row13526,3,3
7,4,row21057,3,3
7,4,row06550,3,3
11,8,row09704,3,3
5,2,row13519,3,3
5,2,row04345,3,3
8,11,row07198,-3,3
7,4,row06703,3,3
8,5,row14716,3,3
7,4,row06739,3,3
7,4,row06227,3,3
7,4,row22997,3,3
7,10,row06358,-3,3
7,10,row21361,-3,3
7,10,row22806,-3,3
8,11,row07440,-3,3
8,5,row14718,3,3
5,2,row03854,3,3
7,4,row23066,3,3
8,5,row14706,3,3
6,3,row16358,3,3
7,4,row22155,3,3
9,12,row17865,-3,3
8,5,row14444,3,3
7,4,row06371,3,3
8,5,row17678,3,3
5,8,row13318,-3,3
7,4,row06553,3,3
7,4,row21658,3,3
6,3,row19224,3,3
6,3,row05737,3,3
11,8,row10261,3,3
9,6,row08424,3,3
7,4,row12454,3,3
10,7,row09318,3,3
7,4,row23102,3,3
6,3,row05501,3,3
8,11,row16681,-3,3
5,2,row04106,3,3
7,4,row22287,3,3
8,5,row17770,3,3
7,4,row23163,3,3
8,5,row14503,3,3
7,10,row21968,-3,3
7,10,row21415,-3,3
6,3,row05104,3,3
7,4,row06309,3,3
8,5,row14494,3,3
7,4,row21832,3,3
7,10,row21277,-3,3
9,6,row17967,3,3
8,11,row14261,-3,3
8,11,row14319,-3,3
7,4,row21645,3,3
7,4,row06871,3,3
7,4,row22828,3,3
8,5,row17785,3,3
8,11,row13817,-3,3
7,4,row06320,3,3
7,4,row21760,3,3
6,9,row04749,-3,3
9,12,row08557,-3,3
4,7,row23411,-3,3
8,5,row07544,3,3
11,8,row09715,3,3
11,8,row10118,3,3
8,5,row14543,3,3
4,7,row23436,-3,3
7,4,row23138,3,3
10,7,row09321,3,3
6,3,row04725,3,3
8,5,row07569,3,3
9,12,row17809,-3,3
7,4,row06483,3,3
7,4,row06454,3,3
7,4,row23130,3,3
8,11,row17357,-3,3
8,5,row17474,3,3
6,3,row15756,3,3
9,12,row08370,-3,3
8,5,row14561,3,3
7,4,row23071,3,3
7,4,row06287,3,3
7,4,row22264,3,3
5,2,row04307,3,3
8,5,row17700,3,3
7,4,row23116,3,3
7,4,row23034,3,3
8,5,row17720,3,3
6,9,row15688,-3,3
8,5,row17636,3,3
7,4,row23103,3,3
9,12,row18299,-3,3
7,4,row23000,3,3
5,2,row13516,3,3
7,10,row06493,-3,3
4,1,row02575,3,3
8,5,row14529,3,3
8,5,row17465,3,3
7,4,row06221,3,3
7,10,row22081,-3,3
10,7,row09552,3,3
7,10,row22096,-3,3
11,8,row09714,3,3
8,5,row17251,3,3
6,3,row05113,3,3
8,5,row17501,3,3
10,7,row09298,3,3
8,11,row07255,-3,3
7,10,row21931,-3,3
5,2,row03941,3,3
5,2,row04283,3,3
7,4,row23057,3,3
8,5,row17222,3,3
7,4,row06701,3,3
10,7,row08895,3,3
5,8,row13302,-3,3
8,5,row17668,3,3
6,3,row20363,3,3
12,9,row11704,3,3
7,4,row06318,3,3
7,4,row06769,3,3
8,11,row15171,-3,3
9,6,row17972,3,3
5,2,row04293,3,3
7,4,row23109,3,3
9,12,row07857,-3,3
10,7,row09132,3,3
7,4,row22950,3,3
9,12,row08633,-3,3
8,11,row07319,-3,3
5,2,row04004,3,3
8,5,row17260,3,3
8,5,row14505,3,3
8,5,row14614,3,3
7,4,row12536,3,3
7,4,row06361,3,3
8,5,row07586,3,3
9,6,row08431,3,3
7,10,row21285,-3,3
7,10,row21591,-3,3
6,3,row19588,3,3
7,4,row23059,3,3
7,10,row06476,-3,3
5,2,row04301,3,3
8,11,row14636,-3,3
7,4,row06481,3,3
7,4,row06293,3,3
7,4,row21914,3,3
8,5,row17695,3,3
11,8,row09598,3,3
7,4,row06257,3,3
7,4,row21613,3,3
7,4,row22296,3,3
8,5,row07580,3,3
8,5,row14446,3,3
5,2,row03879,3,3
7,4,row23088,3,3
4,7,row23491,-3,3
9,6,row08459,3,3
8,5,row17638,3,3
8,5,row17497,3,3
11,8,row09693,3,3
6,3,row05962,3,3
7,4,row06377,3,3
7,4,row21785,3,3
7,4,row06363,3,3
8,5,row17791,3,3
7,4,row23141,3,3
6,9,row20432,-3,3
7,4,row06199,3,3
11,8,row10074,3,3
7,4,row06225,3,3
7,10,row20835,-3,3
8,5,row17604,3,3
3,0,row02315,3,3
8,5,row17772,3,3
6,3,row19267,3,3
8,11,row15119,-3,3
6,3,row05169,3,3
9,12,row08097,-3,3
9,12,row18335,-3,3
7,4,row12711,3,3
7,10,row22055,-3,3
8,5,row14447,3,3
6,3,row05745,3,3
5,2,row13520,3,3
8,5,row07584,3,3
6,9,row16187,-3,3
7,10,row06366,-3,3
4,7,row02643,-3,3
7,10,row06470,-3,3
8,11,row07344,-3,3
8,5,row14514,3,3
7,4,row20852,3,3
8,5,row14506,3,3
8,5,row17599,3,3
7,4,row22255,3,3
9,6,row08472,3,3
7,4,row23077,3,3
4,1,row23637,3,3
7,4,row06632,3,3
8,5,row17342,3,3
5,8,row03718,-3,3
8,11,row16916,-3,3
8,5,row07560,3,3
6,9,row15889,-3,3
7,4,row21681,3,3
7,4,row20665,3,3
8,5,row17569,3,3
8,5,row14441,3,3
4,1,row03387,3,3
9,12,row17833,-3,3
10,7,row09296,3,3
7,4,row06214,3,3
8,5,row17677,3,3
7,4,row06237,3,3
7,10,row20683,-3,3
7,10,row06459,-3,3
4,1,row23648,3,3
8,5,row17271,3,3
7,10,row22517,-3,3
7,4,row06238,3,3
5,2,row03942,3,3
7,10,row06385,-3,3
5,8,row13675,-3,3
7,4,row21608,3,3
8,5,row17231,3,3
5,2,row04006,3,3
7,10,row21454,-3,3
6,9,row15880,-3,3
7,4,row20888,3,3
8,11,row06968,-3,3
7,4,row22192,3,3
7,4,row22274,3,3
8,5,row17515,3,3
5,2,row03887,3,3
8,11,row07666,-3,3
3,0,row02180,3,3
9,6,row08448,3,3
7,4,row06248,3,3
7,10,row21440,-3,3
8,11,row14655,-3,3
0,3,row00462,-3,3
7,10,row20619,-3,3
6,3,row19237,3,3
5,2,row03934,3,3
6,3,row16359,3,3
8,5,row17594,3,3
8,11,row17338,-3,3
7,10,row22030,-3,3
7,4,row12692,3,3
8,5,row17564,3,3
12,9,row11256,3,3
8,5,row17223,3,3
7,4,row20699,3,3
8,5,row07657,3,3
7,10,row21910,-3,3
7,10,row21138,-3,3
5,8,row03646,-3,3
8,11,row13799,-3,3
7,4,row23021,3,3
7,4,row06473,3,3
5,8,row03845,-3,3
