label,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,mean_intensity_647,mean_intensity_546,cell_line,position,barcode,editd positions,edit ratio,intensity_647,intensity_546,int_ratio,int_frac,row_num,bc_label,model_output,dist,abs_dist
122,2,1707.5,458.5,1707,458,1709,460,690.0,2912.0,51,3,111111111100',10,0.833333333,7.22983877815125,8.669742589876522,1.199161261531405,0.5452811862902489,row11656,10.0,3.0,7.0,7.0
176,2,1176.5,1141.0,1176,1141,1178,1142,935.0,2672.5,43,7,110000000000',2,0.166666667,7.533693709848633,8.583916823459145,1.1394034790978531,0.5325799879405256,row03257,2.0,9.0,-7.0,7.0
80,31,793.3870967741935,1647.451612903226,791,1643,797,1652,1356.2903225806451,4839.419354838709,50,1,111111111000',9,0.75,10.646495752267,11.918537228990555,1.1194798275716868,0.5281861204851797,row10067,9.0,2.0,7.0,7.0
113,1,1113.0,1783.0,1113,1783,1114,1784,695.0,2600.0,50,4,111111111000',9,0.75,6.543911845564792,7.863266724009573,1.2016156252683918,0.5457881073686087,row10481,9.0,2.0,7.0,7.0
194,7,1459.0,1299.7142857142858,1458,1299,1461,1302,781.0,2673.8571428571427,44,2,111000000000',3,0.25,8.606485298894999,9.837187480778896,1.1429970701329042,0.5333638043947572,row03754,3.0,10.0,-7.0,7.0
27,5,490.4,550.8,490,550,492,553,2949.6,2218.0,42,7,100000000000',1,0.083333333,9.598862759354034,9.313799080344412,0.9703023487098168,0.4924636817010268,row01865,1.0,8.0,-7.0,7.0
16,6,432.6666666666667,997.6666666666666,432,997,435,1000,725.0,2573.333333333333,50,3,111111111000',9,0.75,8.37793112408273,9.644716823578769,1.1512050744669655,0.5351442724502757,row10239,9.0,2.0,7.0,7.0
27,45,197.0,728.0,194,725,201,732,1160.6222222222225,3600.5333333333333,43,7,110000000000',2,0.166666667,10.863374028527929,11.995499751389817,1.1042149262180287,0.5247633749099332,row03108,2.0,9.0,-7.0,7.0
145,4,1098.0,1110.25,1097,1110,1100,1112,639.0,2507.0,44,5,111000000000',3,0.25,7.846198815497425,9.213136459278184,1.174216544332378,0.5400642118160943,row04447,3.0,10.0,-7.0,7.0
134,8,1606.5,911.875,1605,911,1609,914,610.625,2461.875,44,7,111000000000',3,0.25,8.493924564476883,9.888120075405006,1.164140321749371,0.5379227539221415,row04926,3.0,10.0,-7.0,7.0
142,11,1323.8181818181818,1819.5454545454545,1322,1818,1326,1822,4820.0,3059.5454545454545,43,6,110000000000',2,0.166666667,10.878424479843016,10.423916912444811,0.9582193572019208,0.4893319809539164,row03005,2.0,8.0,-6.0,6.0
171,10,1801.8,2018.0,1800,2017,1804,2020,723.8,2661.6,48,6,111111100000',7,0.583333333,8.887100204123687,10.189267817698312,1.146523340984769,0.5341303861428192,row08874,7.0,1.0,6.0,6.0
183,4,1133.5,251.5,1133,251,1135,253,822.5,2730.75,51,4,111111111100',10,0.833333333,8.098642843759418,9.298625936843544,1.148170886929382,0.5344876862057234,row11861,10.0,4.0,6.0,6.0
382,1,1989.0,114.0,1989,114,1990,115,555.0,2645.0,53,3,111111111111',12,1.0,6.318968113746434,7.8804263442924,1.2471065215773334,0.5549832683062749,row15006,12.0,6.0,6.0,6.0
112,10,1113.7,1923.7,1112,1922,1116,1926,1362.2,3833.4,44,2,111000000000',3,0.25,9.519441411801264,10.5540925098304,1.1086882153344078,0.5257715233916578,row03672,3.0,9.0,-6.0,6.0
180,4,1394.5,1330.5,1394,1330,1396,1332,989.0,3132.25,51,5,111111111100',10,0.833333333,8.282988692742602,9.435801236245553,1.139178331187754,0.532530792117382,row12193,10.0,4.0,6.0,6.0
151,13,1430.5384615384614,1759.6153846153843,1429,1758,1433,1762,3744.846153846154,2668.230769230769,44,6,111000000000',3,0.25,10.793085172154122,10.454120255970489,0.968594251710516,0.4920233059041508,row04715,3.0,8.0,-5.0,5.0
89,3,1121.6666666666667,1177.3333333333333,1121,1177,1123,1179,1027.6666666666667,3604.6666666666665,46,5,111110000000',5,0.416666667,8.03365842788615,9.28859686994195,1.1562100820343195,0.5362232983084236,row06339,5.0,10.0,-5.0,5.0
32,6,394.1666666666667,928.8333333333334,393,928,396,931,4102.166666666667,2547.6666666666665,42,3,100000000000',1,0.083333333,10.111030037621688,9.63469265580283,0.952889331744988,0.4879382135256694,row01299,1.0,6.0,-5.0,5.0
125,49,975.795918367347,857.3469387755102,972,854,980,862,10417.469387755102,3433.5102040816328,44,6,111000000000',3,0.25,13.14305972286249,12.033158698085286,0.91555231063536,0.4779573523271129,row04689,3.0,7.0,-4.0,4.0
98,10,1495.7,1078.7,1494,1077,1498,1081,4641.4,2552.2,49,6,111111110000',8,0.666666667,10.745356416842704,10.147296104293922,0.944342440646142,0.4856873053351235,row09790,8.0,4.0,4.0,4.0
41,7,543.2857142857143,1914.0,542,1913,545,1916,3251.0,2554.1428571428573,43,4,110000000000',2,0.166666667,10.032628069359218,9.79138211875182,0.9759538628423604,0.4939153090540661,row02555,2.0,6.0,-4.0,4.0
2,9,7.0,1251.0,6,1250,9,1253,662.8888888888889,2730.222222222222,51,7,111111111100',10,0.833333333,8.693831965074693,10.10936286228382,1.162820135343732,0.5376407017585527,row12493,10.0,6.0,4.0,4.0
15,11,189.0909090909091,715.3636363636364,188,714,191,718,669.4545454545455,2691.454545454545,51,2,111111111100',10,0.833333333,8.904358542352968,10.295732322473436,1.156257609518136,0.5362335207139408,row11385,10.0,6.0,4.0,4.0
164,19,1586.7368421052631,1421.5263157894738,1585,1420,1590,1425,7376.315789473684,3044.1052631578946,44,6,111000000000',3,0.25,11.850468556592936,10.965401278088198,0.9253137313281732,0.4806041302628884,row04728,3.0,7.0,-4.0,4.0
144,4,1327.5,1814.5,1327,1814,1329,1816,4969.25,2832.5,43,6,110000000000',2,0.166666667,9.897318563390598,9.335209354022052,0.943205909179508,0.4853864969861911,row03007,2.0,6.0,-4.0,4.0
48,2,1024.5,1909.5,1024,1909,1026,1911,549.5,2432.5,47,3,111111000000',6,0.5,7.002155954403621,8.489821994620105,1.2124582842632772,0.5480140768697077,row07058,6.0,10.0,-4.0,4.0
59,11,1237.3636363636365,1180.909090909091,1236,1180,1240,1183,9337.09090909091,2815.181818181818,48,4,111111100000',7,0.583333333,11.53964528966961,10.340677400338532,0.896100108865183,0.4726016863115415,row08475,7.0,3.0,4.0,4.0
103,4,1845.5,1019.5,1845,1019,1847,1021,5517.0,2371.5,49,6,111111110000',8,0.666666667,10.001883874392322,9.157572306437528,0.915584745978058,0.4779661917335739,row09795,8.0,4.0,4.0,4.0
102,12,1820.25,1005.5833333333334,1819,1004,1823,1008,7389.25,2689.083333333333,49,6,111111110000',8,0.666666667,11.392688170081971,10.38186229603161,0.911274155935834,0.4767888233646097,row09794,8.0,4.0,4.0,4.0
38,49,776.9591836734694,1473.9591836734694,773,1470,781,1478,7987.571428571428,4166.551020408163,49,6,111111110000',8,0.666666667,12.877462339300587,12.226664177245688,0.9494622352675236,0.4870380241745126,row09730,8.0,5.0,3.0,3.0
10,21,334.1428571428572,1440.0,332,1438,337,1443,4117.666666666667,2578.8571428571427,49,3,111111110000',8,0.666666667,11.367564376592126,10.899624049615,0.95883548036546,0.4894926041397667,row09284,8.0,5.0,3.0,3.0
215,33,1887.5757575757573,1730.4242424242425,1885,1728,1891,1734,10239.666666666666,2325.121212121212,43,6,110000000000',2,0.166666667,12.730531907446816,11.248035012374675,0.883547921968214,0.4690870413559482,row03078,2.0,5.0,-3.0,3.0
58,22,1236.090909090909,1268.909090909091,1234,1267,1239,1272,9184.818181818182,3128.7272727272725,48,4,111111100000',7,0.583333333,12.216349655691111,11.139424032067456,0.9118455468305984,0.4769451948365961,row08474,7.0,4.0,3.0,3.0
6,16,48.5625,828.9375,46,827,51,832,10914.75,2291.9375,43,7,110000000000',2,0.166666667,12.070459086701328,10.509741530941705,0.8706994038462755,0.4654405737533582,row03087,2.0,5.0,-3.0,3.0
45,16,506.4375,1014.625,504,1013,509,1017,8509.5625,3148.6875,44,6,111000000000',3,0.25,11.821534532379898,10.827329700563116,0.9158988345300186,0.4780517728926403,row04609,3.0,6.0,-3.0,3.0
94,27,1413.4814814814815,1181.0,1411,1179,1418,1184,7781.37037037037,3113.6666666666665,49,6,111111110000',8,0.666666667,12.255324607816345,11.339393169209067,0.9252625721538944,0.4805903285798329,row09786,8.0,5.0,3.0,3.0
95,48,1439.6875,1138.75,1436,1135,1444,1143,9022.958333333334,3273.4375,49,6,111111110000',8,0.666666667,12.978728545063218,11.964796945892548,0.9218774323193358,0.4796754552691778,row09787,8.0,5.0,3.0,3.0
19,46,380.1304347826087,1491.195652173913,377,1488,384,1495,5445.021739130435,3653.4565217391305,50,5,111111111000',9,0.75,12.431098424342297,12.032070387208645,0.9679008223157268,0.4918443101094646,row10639,9.0,6.0,3.0,3.0
93,10,1412.2,1161.6,1411,1160,1415,1164,6335.9,2944.8,49,6,111111110000',8,0.666666667,11.056572243535474,10.290381275058856,0.930702667011054,0.4820538568229601,row09785,8.0,5.0,3.0,3.0
60,5,642.2,641.6,641,641,644,643,2737.2,2297.4,46,1,111110000000',5,0.416666667,9.524128691512445,9.348971240145405,0.9816090839340368,0.4953596003835801,row05834,5.0,8.0,-3.0,3.0
65,13,667.6153846153846,578.3846153846154,666,577,670,581,4671.769230769231,2702.692307692308,46,1,111110000000',5,0.416666667,11.01424248665062,10.466953063626296,0.9503107523111424,0.4872611973168955,row05839,5.0,8.0,-3.0,3.0
91,9,1374.0,1176.0,1373,1175,1376,1178,7071.444444444444,2723.777777777778,49,6,111111110000',8,0.666666667,11.06104462150408,10.10699966190111,0.9137473003455584,0.4774649715668136,row09783,8.0,5.0,3.0,3.0
88,19,1183.9473684210527,499.05263157894734,1182,497,1187,502,4892.0,3014.736842105264,49,6,111111110000',8,0.666666667,11.439795475973504,10.955706801634529,0.9576837999109612,0.4891922791384994,row09780,8.0,5.0,3.0,3.0
74,48,848.9166666666666,1252.0416666666667,845,1249,853,1256,2797.3541666666665,3970.3541666666665,47,1,111111000000',6,0.5,11.807630319857294,12.157811591357357,1.0296572014886975,0.5073059631614011,row06768,6.0,9.0,-3.0,3.0
134,6,1521.1666666666667,965.8333333333334,1520,965,1523,968,4921.5,2443.833333333333,48,6,111111100000',7,0.583333333,10.29312811029732,9.59308259297708,0.9319890406668592,0.482398720204524,row08837,7.0,4.0,3.0,3.0
52,3,819.3333333333334,864.6666666666666,819,864,821,866,1338.6666666666667,2590.333333333333,48,2,111111100000',7,0.583333333,8.298041661371565,8.958154135209242,1.079550392824681,0.5191268249856227,row07990,7.0,10.0,-3.0,3.0
43,28,648.0,172.5,646,170,651,176,10987.25,2372.6428571428573,43,4,110000000000',2,0.166666667,12.636695298781223,11.103964252605357,0.8787079208656952,0.4677192825486108,row02557,2.0,5.0,-3.0,3.0
48,10,864.5,1192.3,863,1191,867,1195,6083.2,2793.6,48,4,111111100000',7,0.583333333,11.015871245288157,10.237671458639328,0.9293564921629156,0.4816924689335434,row08464,7.0,4.0,3.0,3.0
81,5,897.8,421.4,897,421,900,423,1480.0,2466.4,47,1,111111000000',6,0.5,8.909235279192261,9.41995278900604,1.0573245058424456,0.5139318094154942,row06775,6.0,9.0,-3.0,3.0
61,15,772.6,819.6,771,818,775,822,10826.933333333332,2519.6,43,4,110000000000',2,0.166666667,11.99784233694826,10.539905638849984,0.8784834258399571,0.4676556703965308,row02575,2.0,5.0,-3.0,3.0
83,9,1157.6666666666667,2023.111111111111,1156,2022,1160,2025,5133.888888888889,2525.555555555556,49,6,111111110000',8,0.666666667,10.74084329632214,10.03144091684659,0.9339528228925504,0.4829243049970926,row09775,8.0,5.0,3.0,3.0
40,13,567.5384615384615,376.1538461538461,566,375,570,379,5002.2307692307695,3775.769230769231,50,4,111111111000',9,0.75,11.082588603226894,10.801308768126622,0.9746196628630271,0.4935733605781648,row10408,9.0,6.0,3.0,3.0
14,29,458.2068965517241,1484.6206896551723,456,1482,462,1488,5351.344827586207,2885.689655172414,49,3,111111110000',8,0.666666667,11.952399007930753,11.33481502894774,0.9483297053107724,0.4867398483561626,row09288,8.0,5.0,3.0,3.0
70,47,814.7872340425532,115.76595744680851,811,112,819,120,6302.170212765957,4025.510638297872,50,4,111111111000',9,0.75,12.598796932987502,12.150554650173683,0.9644218185912512,0.4909443631016421,row10438,9.0,6.0,3.0,3.0
60,18,1237.5,1258.0,1236,1256,1240,1261,10098.444444444443,2786.6666666666665,48,4,111111100000',7,0.583333333,12.110508433462384,10.822973175306805,0.89368445881281,0.4719289185977052,row08476,7.0,4.0,3.0,3.0
18,24,486.0833333333333,1352.0833333333333,484,1350,489,1355,4035.9583333333335,2720.083333333333,49,3,111111110000',8,0.666666667,11.481052888015263,11.08647162642358,0.9656319620299304,0.4912577637538572,row09292,8.0,5.0,3.0,3.0
108,18,1239.0,432.8333333333333,1237,431,1242,436,8298.0,3313.9444444444443,48,6,111111100000',7,0.583333333,11.91414155878898,10.996266191844889,0.9229591689493584,0.4799681573341117,row08811,7.0,4.0,3.0,3.0
318,5,1669.2,1854.6,1668,1854,1671,1856,7364.2,2399.2,43,7,110000000000',2,0.166666667,10.5138236135709,9.3923285398689,0.8933313782956743,0.4718304405327223,row03399,2.0,5.0,-3.0,3.0
59,16,928.1875,1760.625,926,1759,931,1763,4500.5625,2729.3125,49,6,111111110000',8,0.666666667,11.184546390186345,10.684393747202078,0.955281812463748,0.4885647717758124,row09751,8.0,5.0,3.0,3.0
46,5,643.8,729.4,643,729,646,731,1989.0,2677.6,47,1,111111000000',6,0.5,9.204825191288071,9.502114062331216,1.032297068642272,0.5079459516870357,row06740,6.0,9.0,-3.0,3.0
68,14,975.2142857142856,986.3571428571428,973,985,978,989,4237.785714285715,3404.928571428572,50,5,111111111000',9,0.75,10.990853504231156,10.772036570424822,0.9800909971439348,0.4949727050714381,row10688,9.0,6.0,3.0,3.0
88,16,1021.6875,276.6875,1020,274,1024,280,8024.0625,2808.375,48,6,111111100000',7,0.583333333,11.76278884098382,10.712950025477422,0.9107491573895676,0.4766450655583788,row08791,7.0,4.0,3.0,3.0
52,3,632.6666666666666,1534.6666666666667,632,1534,634,1536,3612.0,2649.6666666666665,49,3,111111110000',8,0.666666667,9.290629203204986,8.980801413573113,0.9666515816253874,0.4915215235158607,row09326,8.0,5.0,3.0,3.0
90,44,1738.2954545454545,1273.1818181818182,1735,1270,1743,1277,9774.477272727272,3373.2272727272725,45,4,111100000000',4,0.333333333,12.97171954140611,11.907814846706207,0.9179827553853684,0.4786188785106797,row05380,4.0,7.0,-3.0,3.0
77,13,1692.6153846153843,1625.3846153846157,1691,1624,1695,1628,6691.153846153846,2995.6153846153848,48,4,111111100000',7,0.583333333,11.37349096897865,10.569854317561104,0.9293412503153626,0.4816883742901657,row08493,7.0,4.0,3.0,3.0
92,13,1068.923076923077,504.61538461538464,1067,503,1072,507,8171.692307692308,2979.4615384615386,48,6,111111100000',7,0.583333333,11.573380660670164,10.564447228842829,0.9128229286317354,0.4772124565051551,row08795,7.0,4.0,3.0,3.0
37,33,1113.6969696969695,196.6969696969697,1111,194,1117,200,781.969696969697,3441.5151515151515,50,6,111111111000',9,0.75,10.158323550582828,11.640174665885691,1.1458755579032374,0.5339897524266911,row10785,9.0,6.0,3.0,3.0
71,27,817.1111111111111,199.14814814814812,814,197,821,203,4390.0,3254.4814814814813,50,4,111111111000',9,0.75,11.682921372073546,11.383625108873522,0.9743817275090586,0.4935123304338765,row10439,9.0,6.0,3.0,3.0
8,14,121.21428571428572,1133.642857142857,119,1132,124,1136,7050.928571428572,3103.928571428572,44,6,111000000000',3,0.25,11.499971929007646,10.67948119887156,0.928652805832815,0.4815033597671364,row04572,3.0,6.0,-3.0,3.0
81,6,1720.0,1691.5,1719,1691,1722,1693,5355.0,2651.333333333333,48,4,111111100000',7,0.583333333,10.377545452109905,9.67457740632758,0.9322606632727972,0.4824714806819934,row08497,7.0,4.0,3.0,3.0
115,12,1302.6666666666667,1499.5,1301,1498,1305,1502,4152.833333333333,2743.0,46,1,111110000000',5,0.416666667,10.816452760981706,10.401714140725604,0.961656688248832,0.490226803706056,row05889,5.0,8.0,-3.0,3.0
20,28,191.82142857142856,769.7142857142857,189,767,195,773,7910.142857142857,2961.25,44,6,111000000000',3,0.25,12.308105631095293,11.3255712656482,0.920171763641286,0.4792132563684478,row04584,3.0,6.0,-3.0,3.0
10,6,107.5,1342.0,107,1341,109,1344,1188.3333333333333,2767.333333333333,48,2,111111100000',7,0.583333333,8.872066513408342,9.71739890917293,1.0952802139712363,0.5227368667293072,row07948,7.0,10.0,-3.0,3.0
87,47,1021.7021276595744,557.0,1018,554,1026,561,9613.91489361702,3703.787234042553,48,6,111111100000',7,0.583333333,13.021114397786215,12.067258753613128,0.9267454677815244,0.4809900857577151,row08790,7.0,4.0,3.0,3.0
59,25,764.76,1418.8,762,1416,768,1422,9449.44,2645.08,43,4,110000000000',2,0.166666667,12.37258658434083,11.0993324144499,0.8970907044204964,0.472877075582177,row02573,2.0,5.0,-3.0,3.0
7,45,50.66666666666666,1540.1333333333334,47,1537,55,1544,9412.622222222222,2124.155555555556,43,7,110000000000',2,0.166666667,12.956469346890811,11.467792106529332,0.8851016275727367,0.4695246211804488,row03088,2.0,5.0,-3.0,3.0
64,10,1398.5,280.0,1397,279,1401,282,6663.6,2673.1,48,4,111111100000',7,0.583333333,11.107000251029609,10.193579219581707,0.917761680849586,0.4785587750627122,row08480,7.0,4.0,3.0,3.0
59,11,722.3636363636364,104.9090909090909,721,104,725,107,2817.181818181818,2810.909090909091,50,4,111111111000',9,0.75,10.341387581787457,10.33915850270136,0.999784450677584,0.4999461068610812,row10427,9.0,6.0,3.0,3.0
66,6,1425.1666666666667,331.8333333333333,1424,331,1427,334,6210.166666666667,2721.0,48,4,111111100000',7,0.583333333,10.52570248222807,9.7005142080113,0.9216025461853932,0.4796010226021414,row08482,7.0,4.0,3.0,3.0
78,11,948.4545454545456,1093.1818181818182,947,1092,951,1096,10470.363636363636,2457.090909090909,43,5,110000000000',2,0.166666667,11.65419930732666,10.204628644672065,0.8756181678012583,0.4668424431118217,row02744,2.0,5.0,-3.0,3.0
70,1,998.0,1783.0,998,1783,999,1784,4049.0,2460.0,49,6,111111110000',8,0.666666667,8.30622521603216,7.807916628926408,0.9400078165297098,0.4845381593416453,row09762,8.0,5.0,3.0,3.0
82,18,809.2222222222222,845.9444444444445,807,844,812,849,5020.666666666667,3143.4444444444443,49,3,111111110000',8,0.666666667,11.411689763889353,10.943446192410397,0.9589680773691688,0.4895271589402478,row09356,8.0,5.0,3.0,3.0
16,50,101.98,1054.56,98,1051,106,1059,10644.8,2205.9,43,7,110000000000',2,0.166666667,13.184849794415769,11.610913873298433,0.8806254188967741,0.4682619994647168,row03097,2.0,5.0,-3.0,3.0
68,9,990.3333333333334,1797.111111111111,989,1796,993,1799,3650.777777777778,2678.8888888888887,49,6,111111110000',8,0.666666667,10.39992009101448,10.090381971175216,0.9702364905566242,0.49244671652717,row09760,8.0,5.0,3.0,3.0
69,39,1477.4871794871794,371.71794871794873,1474,369,1482,376,8478.384615384615,3130.0,48,4,111111100000',7,0.583333333,12.708836863300617,11.712349929663846,0.9215910201417148,0.4795979011567969,row08485,7.0,4.0,3.0,3.0
114,18,1275.2222222222222,40.5,1273,39,1278,43,8001.055555555556,2954.6111111111118,48,6,111111100000',7,0.583333333,11.87770051429868,10.881494075390936,0.9161280049359316,0.4781141983082511,row08817,7.0,4.0,3.0,3.0
